tid,text,ts,uid,username,user_screen_name,created_at,timezone,user_description,coordinates,city,country,lang
723583158185267203,Good evening #Andorra! Sun will set in 30 minutes (local time 20:44) #Sunset #Photo #Photography [22.04.2016],1461350643093,4567387397,PhotoSchedule,PhotoSchedule,Fri Apr 22 18:44:03 +0000 2016,Midway Island,We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep,"[1.51667, 42.5]",Andorra la Vella,Andorra,en
723585914090471424,"I'm at La Cortinada in La Cortinada, Parroquia d'Ordino https://t.co/IQFgDythSG",1461351300152,276581126,Elisabet Roch,elisabetroch,Fri Apr 22 18:55:00 +0000 2016,Madrid,"Aprendre, viure, sorprendre...
Catalana, nascuda a Olot.
Vull una Catalunya lliure.
I love Scotland. I dream with Camelot.
Between Catalonia and Andorra.","[1.52086953, 42.57194515]",Ordino,Andorra,und
723595179555471360,"Sabéis lo qué es pollas en vinagre ?
@DeLiebanaCOPE",1461353509211,1074707574,Ricardo Cruz,RicargloCruz,Fri Apr 22 19:31:49 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0224335, 40.640741]",España,España,es
723596411812601857,"@linternacope @cope_es 
 Sabéis lo qué es pollas en vinagre ?",1461353803004,1074707574,Ricardo Cruz,RicargloCruz,Fri Apr 22 19:36:43 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0178215, 40.6343651]",España,España,es
723596784245809153,"@linternacope @cope_es 
periodistas mariquitas
por Dar esta mierda cómo Noticia 
@_AVT_",1461353891799,1074707574,Ricardo Cruz,RicargloCruz,Fri Apr 22 19:38:11 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.017835, 40.6343749]",España,España,es
723599610296455168,"Missing my best friend

#goodtimes #snow #instagood #valley #horizon #freeride #powder… https://t.co/dCjWgNPhHw",1461354565582,325242094,pablo tootools,pablotootools,Fri Apr 22 19:49:25 +0000 2016,Greenland,asador profesional todoterreno rastafari snowaddict argentino hincha del rojo y la selección que quiere salir campeón. mercenarios fuera!,"[1.69786119, 42.53243256]",Canillo,Andorra,en
723600013524361217,"@Pontifex_es Este PadreNuestro 
Va por ti Padre Rc",1461354661719,916856870,Ricardo Cruz,RicardoCRUZmar,Fri Apr 22 19:51:01 +0000 2016,Amsterdam,MUCHO AMOR,"[-4.0178049, 40.6343999]",España,España,es
723602049787555841,"Greatest trails..... 
Thanks 

#goodtimes #snow #instagood #valley #horizon #freeride #powder… https://t.co/9omA86ZtZ7",1461355147202,325242094,pablo tootools,pablotootools,Fri Apr 22 19:59:07 +0000 2016,Greenland,asador profesional todoterreno rastafari snowaddict argentino hincha del rojo y la selección que quiere salir campeón. mercenarios fuera!,"[1.69786119, 42.53243256]",Canillo,Andorra,en
723604080963153920,"Espero que toda a gente,pelo menos uma vez na vida,sinta o que eu sinto por ti 💕 @ Escaldes… https://t.co/culXB4mN0h",1461355631472,2245314866,Princesa sem  ♚,Ericaanjos22,Fri Apr 22 20:07:11 +0000 2016,Ljubljana,:Bipolar♥Imperfeita♥ciumenta ... I ♥ Justin Bieber & Cameron Dallas...♥♥♥,"[1.53580928, 42.51079153]",Escaldes-Engordany,Andorra,pt
723604409746350080,"Sushi espectacular, i a Escaldes-Engordany. @ Cunia manxuria imperial https://t.co/qqujPMC0EL",1461355709860,156344202,toni capella,tonicapella,Fri Apr 22 20:08:29 +0000 2016,Madrid,"Realitza els teus projectes en silenci, l'èxit s'encarregarà del soroll.","[1.54071488, 42.50826922]",Escaldes-Engordany,Andorra,und
723615790893658112,"Estoy muy #contenta 😆 
Después de mucho #tiempo de #espera (siempre decía es un #capricho puede… https://t.co/Cd0fXSCFW7",1461358423337,993460298,loveolokiero,Loveolokiero,Fri Apr 22 20:53:43 +0000 2016,,"No dejes de Soñar.... 
                     Administradora de @AndorraBloggers","[1.503165, 42.495543]",Andorra la Vieja,Andorra,es
723621722784686082,"Walking The Night @ Les Escaldes, Escaldes-Engordany, Andorra https://t.co/A1g57wBb8K",1461359837610,57278636,Carlos Puig Padilla,puigpadilla,Fri Apr 22 21:17:17 +0000 2016,Paris,Repartiendo felicidad,"[1.5355509, 42.50807574]",Escaldes-Engordany,Andorra,en
723621838052548609,"@linternacope @angelrubioti @JPColmenarejo @cope_es 
Jesús cómo hombre no se puede enamorar 
de María Magdalena ?
 Abrazos",1461359865092,1074707574,Ricardo Cruz,RicargloCruz,Fri Apr 22 21:17:45 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0178585, 40.6343959]",España,España,es
723622812154507265,"@linternacope @angelrubioti @JPColmenarejo @cope_es 
La dama María madre y esposa 
Es la Madre de la Iglesia",1461360097336,1074707574,Ricardo Cruz,RicargloCruz,Fri Apr 22 21:21:37 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0211784, 40.6439867]",España,España,es
723624837705543680,"@linternacope @angelrubioti @JPColmenarejo @cope_es 
@Pontifex_es  María Magdalena ?
Congresos !
La verdad El AMOR",1461360580265,1074707574,Ricardo Cruz,RicargloCruz,Fri Apr 22 21:29:40 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0178611, 40.6344098]",España,España,es
723625897664847872,"@linternacope Faustino el AMOR 
....Para todas las catástrofes ...
Comienza por Besar y abrazar a los más necesitados 
Recibir SIEMPRE",1461360832979,1074707574,Ricardo Cruz,RicargloCruz,Fri Apr 22 21:33:52 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0178594, 40.6344238]",España,España,es
723628976325976065,"@linternacope @angelrubioti @JPColmenarejo @cope_es 
todas las catástrofes 
Con AMOR son
 menos ...
Más Amor de verdad",1461361566989,1074707574,Ricardo Cruz,RicargloCruz,Fri Apr 22 21:46:06 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0178657, 40.6344105]",España,España,es
723630647634472960,"@linternacope @angelrubioti @JPColmenarejo @cope_es 
Fácil es hablar 
HECHOS y Amor",1461361965460,1074707574,Ricardo Cruz,RicargloCruz,Fri Apr 22 21:52:45 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0178581, 40.634436]",España,España,es
723631546863894528,Postureo #gat #gato #cat #bn #bw #bnw #blancinegre #blancoynegro #blackandwhite #olià… https://t.co/euVSSiJ0eo,1461362179853,86792807,F. Xavier Blasco,xavierblasco,Fri Apr 22 21:56:19 +0000 2016,Madrid,Sóc metge otorinolaringòleg. Certa tendència misantròpica que miro de resoldre.,"[1.76191522, 42.35224912]",Bellver de Cerdanya,España,en
723648269713321986,Valencia https://t.co/d5zjMWom26,1461366166891,407927373,Na.,naiguelbel,Fri Apr 22 23:02:46 +0000 2016,Brasilia,no te asuste si me rio como un loco..es necesario q aveces sea asi..sera la vida q siempre nos pega un poco..ns encandila cn lo q esta por venir..,"[1.1536164, 41.071947]",España,España,es
723737676814364672,Good morning #Andorra! Sun will rise in 30 minutes (local time 06:58) #Sunrise #Photo #Photography [23.04.2016],1461387483205,4567387397,PhotoSchedule,PhotoSchedule,Sat Apr 23 04:58:03 +0000 2016,Midway Island,We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep,"[1.51667, 42.5]",Andorra la Vella,Andorra,en
723741243595980800,Pàdel play days getting fit. April 2016  #andorra #funfunfun #anotherlevel #yolo #padeltime… https://t.co/0gZjBaAPmD,1461388333592,34923880,Charlie Elliott,DjCharliekid,Sat Apr 23 05:12:13 +0000 2016,Madrid,The problem with the world is that the intelligent people are full of doubts while the stupid ones are full of confidence.,"[1.5106599, 42.5520799]",La Massana,Andorra,en
723762301740965888,"Il serait également atteint de ""Gilles de la Tourette"", démangeaisons et constipation.. #RestonsSerieux @TeleLoisirs https://t.co/QLWM7lnCTK",1461393354245,284466513,Clément Meunier,clemmeunier,Sat Apr 23 06:35:54 +0000 2016,,"Journaliste : France TV, BeIN, Eurosport, M6, D8, TV5 Monde, MCS, 30 MdA... & One Man Show le reste du temps ;)","[4.06489724, 48.3017003]",France,France,fr
723764638949715968,#DíadelLibro #DíadelaRosa #DíadeSanJorge #DiadaSantJordi ¡que disfrutéis de este día tan especial! https://t.co/LQlMxJtWRF,1461393911479,1343903714,Andorra Sotheby's,f3cases,Sat Apr 23 06:45:11 +0000 2016,Madrid,Propiedades exclusivas en el Principado de Andorra para personas extraordinarias !!,"[1.5218355, 42.5063174]",Andorra la Vieja,Andorra,es
723764639641776128,#DíadelLibro #DíadelaRosa #DíadeSanJorge #DiadaSantJordi ¡que disfrutéis de este día tan especial! https://t.co/4WtjhL39Ba,1461393911644,3131069554,SIR Andorra,SIRAndorra,Sat Apr 23 06:45:11 +0000 2016,,Andorra Sotheby’s International Realty le ofrece las propiedades más exclusivas a la venta en Andorra | @SIRAndorra,"[1.5218355, 42.5063174]",Andorra la Vieja,Andorra,es
723770732275220480,#santjordi preparant paradeta #castellersandorra @ Plaça Del Poble https://t.co/fKmRgteMCf,1461395364241,16534358,Edu,EduardMiro,Sat Apr 23 07:09:24 +0000 2016,Madrid,CEO de mi vida y Padre,"[1.52300014, 42.50701674]",Andorra la Vella,Andorra,und
723778097552756736,"""Diu la llegenda que un drac terrible ...que era Sant Jordi, aquell bon cavaller..."" #santjordi… https://t.co/uh7Yb3oM8H",1461397120260,252618628,Elio Da Silva Comí,elio_lilo,Sat Apr 23 07:38:40 +0000 2016,Greenland,Andorrà / Estudiant d'administració i finances/ Projecte d'alguna cosa d'aquí 1 any / Aficionat del @FCBarcelona_cat i @morabancandorra /amant de la lectura,"[1.51667, 42.55]",la Massana,Andorra,und
723778237105475584,Somos los únicos del hotel @ Hotel Mirador - Lles de Cerdanya https://t.co/Spf14r7Von,1461397153532,113034855,Pere Horta,PereHorta,Sat Apr 23 07:39:13 +0000 2016,Madrid,[Su anuncio aquí],"[1.68685806, 42.39181927]",Lles de Cerdanya,España,es
723793794030657537,"Hola, soy un girasol muy romántico y atractivo que busca una rosa simpática y culta para una… https://t.co/Vmu4YTIb2y",1461400862592,377853075,Yoyo Guirau,YoyoGuirau,Sat Apr 23 08:41:02 +0000 2016,,Soy una pardilla de la vida.,"[1.53419338, 42.55607411]",Ordino,Andorra,es
723796266078081024,Pic del #Casamanya -2.740 m- aquest matí de #SantJordi acaronat per #núvols baixos i fons de… https://t.co/SN9MEoTmYA,1461401451974,276581126,Elisabet Roch,elisabetroch,Sat Apr 23 08:50:51 +0000 2016,Madrid,"Aprendre, viure, sorprendre...
Catalana, nascuda a Olot.
Vull una Catalunya lliure.
I love Scotland. I dream with Camelot.
Between Catalonia and Andorra.","[1.51926668, 42.58004842]",Ordino,Andorra,und
723803006572060672,Un xic de tot a @omniumgirones un poc de vers amb la #canalla . Els q tingueu nens animeu-vos! #girona #santjordi https://t.co/k933HsxRqJ,1461403059033,222919203,Anna Pla,aplailla,Sat Apr 23 09:17:39 +0000 2016,Madrid,,"[2.8236169, 41.9817585]",Girona,España,und
723811968554020864,Tu veux faire un polar digne de ce nom. Prends @lequipe du jour avec les écoutes de Bernes. #Affligeant #Hallucinant... 😳😱😬 #Magouilles&amp;co,1461405195736,284466513,Clément Meunier,clemmeunier,Sat Apr 23 09:53:15 +0000 2016,,"Journaliste : France TV, BeIN, Eurosport, M6, D8, TV5 Monde, MCS, 30 MdA... & One Man Show le reste du temps ;)","[4.06497671, 48.30157566]",France,France,fr
723812453121961984,"¡¡¡ Buen sábado a TODOS !!! 
#natural #esencia #neverusual #silver #gold #SEVENSunglasses®
¡¡ Go for it #bambu !! https://t.co/ozSXbNs69V",1461405311266,2776084585,SEVENSunglasses,Se7enSunglasses,Sat Apr 23 09:55:11 +0000 2016,Madrid,"Gafas de sol polarizadas hechas con madera de bambú. Define tu estilo.
Envío 24/48h
#Sunglasses made ​​of #bamboo wood and #polarized glass
¡Hazte #neverusual!","[-0.0380494, 38.6138073]",España,España,es
723823042338652160,"Un jour de fête, de quoi? Je ne sais pas..... https://t.co/ADdMr9SVxR",1461407835932,261854299,Bruninho,brunosousa15,Sat Apr 23 10:37:15 +0000 2016,,,"[7.2820293, 43.711542]",France,France,fr
723828903639441410,In love ❤️💛💚💙💜 @ Canillo https://t.co/N3JiQHKGIk,1461409233375,155001612,Sofi Craveli,soficra,Sat Apr 23 11:00:33 +0000 2016,Santiago,"Antes de morir...VIVE,AMA,SUEÑA  ❤️","[1.6, 42.56666667]",Canillo,Andorra,en
723848675986923520,"Sant Jordi !!! @ Andorra la Vella, Andorra https://t.co/QbzMu5GvqZ",1461413947470,17003386,Josep A. Rivero,hunnito,Sat Apr 23 12:19:07 +0000 2016,Madrid,Quality Manager,"[1.51667, 42.5]",Andorra la Vieja,Andorra,und
723854189785436160,"❤ Fondue ""La Pagesa"" ❤ (@ Cheese's Art Escaldes w/ @hellenkardenas) https://t.co/5ENUkXdgf1 https://t.co/EzZ9XzcMgX",1461415262062,179862455,Albert Rojo,AlbertRojo,Sat Apr 23 12:41:02 +0000 2016,Greenland,Red Ribbon Agent · EU Events Coordinator at @RiotGames · EUW: av3rn · One of the six @LVPes's founders,"[1.53790789, 42.50919425]",Escaldes-Engordany,Andorra,es
723854270680948736,"Feliç Sant Jordi! ! @ Andorra la Vella, Andorra https://t.co/dHHfYigAxN",1461415281349,4910280911,Dietètica Tana,TanaMorina,Sat Apr 23 12:41:21 +0000 2016,,,"[1.51667, 42.5]",Andorra la Vieja,Andorra,und
723857951094648832,@Franckm22 non pas lui 😱😱😱😭,1461416158828,3794378116,Myriam,myriam_lag,Sat Apr 23 12:55:58 +0000 2016,,#Orange #Communication #Marketing #Medias #LeNvMtp #Montpellier #Football ⚽️,"[3.92530874, 43.5251893]",France,France,fr
723866110379040770,"No cabe duda q Torres está q se sale, pero la campaña q están haciendo para q vuelva a la selección es vergonzosa.",1461418104153,161719886,Oscar Q. C.,OscarCQC,Sat Apr 23 13:28:24 +0000 2016,Madrid,,"[-7.8784527, 42.3450894]",España,España,es
723867576212852737,"@JuanMa_Moreno muchos sinvergüenzaS
Zarrias chaves ???",1461418453635,916856870,Ricardo Cruz,RicardoCRUZmar,Sat Apr 23 13:34:13 +0000 2016,Amsterdam,MUCHO AMOR,"[-4.0223954, 40.6407191]",España,España,es
723867795629465600,"@JuanMa_Moreno @marianorajoy 
ESPAÑA ESTÁ HARTA 
vale Ya ??!",1461418505948,916856870,Ricardo Cruz,RicardoCRUZmar,Sat Apr 23 13:35:05 +0000 2016,Amsterdam,MUCHO AMOR,"[-4.0223954, 40.6407191]",España,España,es
723868705071992832,"@A3Noticias las personas 
con sentimientos 
Ya no ponen la tv ni ven Informativos 
Estamos hasta los guevos HARTOS YA 
a la mierda",1461418722776,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 13:38:42 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0223954, 40.6407191]",España,España,es
723868962111557633,@A3Noticias #HARTOSYA,1461418784059,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 13:39:44 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0210735, 40.6441243]",España,España,und
723869314101571584,"#HARTOSYA paren Ya 
me cago en vuestras muelas",1461418867980,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 13:41:07 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0213404, 40.6396801]",España,España,es
723870919928717313,https://t.co/ynCDrDrxEk,1461419250839,723462821514752000,Loli Martín,LoliMartn2,Sat Apr 23 13:47:30 +0000 2016,,,"[0.8918736, 41.6295506]",Lérida,España,und
723873875671552000,"Mi primera #rosa de #SantJordi Andorrana!!
Thanks husband… https://t.co/sRADY1mMws",1461419955543,452210292,Sonia,nonalonso,Sat Apr 23 13:59:15 +0000 2016,Amsterdam,A ti te la voy a contar,"[1.51306588, 42.50315721]",Andorra la Vieja,Andorra,es
723874952978505728,"@tjcope @lamacope 
1-4",1461420212393,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 14:03:32 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0177719, 40.6344208]",España,España,und
723875133832749057,"@tjcope @lamacope 
ha bebido Florentino ?
Y vosotros ?
tabaco puros ?",1461420255512,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 14:04:15 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.017789, 40.6344206]",España,España,es
723875300195495936,A cal Rodriguez/Fuentes ha caigut una mica de tot. #santjordi2016… https://t.co/FuhWYvW64r,1461420295176,95665607,SERAFI,SERAFI21,Sat Apr 23 14:04:55 +0000 2016,Madrid,Fixed Income Trader @MoraBanc Digo lo que pienso y normalmente pienso lo que digo. Los miercoles sobre las 13:45 os lo cuento en @Ser_Andorra RT no es estar OK.,"[1.5355509, 42.50807574]",Escaldes-Engordany,Andorra,und
723876557752815616,"@tjcope sois una pena 
Jajaja 
Sois cobradores de sueldos 
De sobres ...
Revista del corazón ?
domingo jubilate ANSIA 
Ya está bien",1461420595001,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 14:09:55 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0178571, 40.6344041]",España,España,es
723883791257735169,"#StarWars Expo I: Stormtrooper @ Les Escaldes, Escaldes-Engordany, Andorra https://t.co/0yW0HPJAx3",1461422319603,179862455,Albert Rojo,AlbertRojo,Sat Apr 23 14:38:39 +0000 2016,Greenland,Red Ribbon Agent · EU Events Coordinator at @RiotGames · EUW: av3rn · One of the six @LVPes's founders,"[1.5355509, 42.50807574]",Escaldes-Engordany,Andorra,und
723884146527850496,"#StarWars Expo II: Lightsabers @ Les Escaldes, Escaldes-Engordany, Andorra https://t.co/qubzazouJP",1461422404306,179862455,Albert Rojo,AlbertRojo,Sat Apr 23 14:40:04 +0000 2016,Greenland,Red Ribbon Agent · EU Events Coordinator at @RiotGames · EUW: av3rn · One of the six @LVPes's founders,"[1.5355509, 42.50807574]",Escaldes-Engordany,Andorra,es
723887977131167744,"Star Wars exposition #starwars #fan #yoda @ Les Escaldes, Escaldes-Engordany, Andorra https://t.co/IjXGaG7m4P",1461423317593,960974474,hellenkardenas,hellenkardenas,Sat Apr 23 14:55:17 +0000 2016,,"Graphic designer in love with writing, photography and daily little-great details.","[1.5355509, 42.50807574]",Escaldes-Engordany,Andorra,und
723889228392755204,"#StarWars Expo III: Workshop @ Les Escaldes, Escaldes-Engordany, Andorra https://t.co/4gVvyS2xDy",1461423615917,179862455,Albert Rojo,AlbertRojo,Sat Apr 23 15:00:15 +0000 2016,Greenland,Red Ribbon Agent · EU Events Coordinator at @RiotGames · EUW: av3rn · One of the six @LVPes's founders,"[1.5355509, 42.50807574]",Escaldes-Engordany,Andorra,und
723889552373501952,Collita de Sant Jordi... @ Sispony https://t.co/H6Oa8A57hj,1461423693160,17003386,Josep A. Rivero,hunnito,Sat Apr 23 15:01:33 +0000 2016,Madrid,Quality Manager,"[1.51667, 42.5333]",la Massana,Andorra,und
723891356591108096,Unconditional 🍻👯😈👻 @ Els Pirineus https://t.co/ZuBegXedJx,1461424123319,565712320,Chis,chiscasocias,Sat Apr 23 15:08:43 +0000 2016,Brussels,irreals,"[1.52874717, 42.50536557]",Andorra la Vieja,Andorra,und
723898045155266560,Buen Entreno Bike club_triatlo_andorra Sumando y Buscando sensaciones Volta a Alvet… https://t.co/KPUOWfB0aG,1461425717997,362124198,Pere marquina,pere_marquina,Sat Apr 23 15:35:17 +0000 2016,Amsterdam,"El deporte como Estilo de Vida. Preparador Físico y Entrenador Personal, Entrenador de Triatlón FETRI. Master en Entrenamiento Deportivo de Alto Rendimiento","[1.51667, 42.5]",Andorra la Vieja,Andorra,es
723899637321572353,1/2 finale volley AJACCIO marque + de pts que SETE mais perd le match 3/1,1461426097599,327041997,MARMAIN Patrice,MARMAINPatrice,Sat Apr 23 15:41:37 +0000 2016,Paris,Membre du Comité Directeur du Stade Poitevin Volley Beach depuis le 17 septembre 2012 et CCSR à la DR BNP Paribas de Bordeaux depuis le 10 juin 2014.,"[-0.0466672, 46.6573306]",France,France,fr
723899707383107585,"#hola 😊 #andorrabloggers #feliz #sabado
hoy es #dia de #rosas y #libros #23abril #santjordi… https://t.co/bqkf17E4kk",1461426114303,3295859357,AndorraBloggers,AndorraBloggers,Sat Apr 23 15:41:54 +0000 2016,,"Pagina dedicada al mundo Blogger en Andorra.
Moda, Arte, Fotografia, Eventos, Cocina, Literatura..todo tiene aqui su sitio.

Administradora @loveolokiero","[1.5, 42.5]",Andorra la Vieja,Andorra,es
723901329580646402,"¿ Conoces nuestra página de @facebook https://t.co/JpXXEpUQPa ? 
Crecemos como el #bambú 
¡¡ Únete a nuestra comunidad #neverusual  !!",1461426501065,2776084585,SEVENSunglasses,Se7enSunglasses,Sat Apr 23 15:48:21 +0000 2016,Madrid,"Gafas de sol polarizadas hechas con madera de bambú. Define tu estilo.
Envío 24/48h
#Sunglasses made ​​of #bamboo wood and #polarized glass
¡Hazte #neverusual!","[-0.0561733, 38.5986441]",España,España,es
723911562629623808,"¿ Qué nos dices de nuestro perfil @instagram https://t.co/29BVAm48p5 ? 
#SEVENSunglasses® #bamboo #polarized",1461428940814,2776084585,SEVENSunglasses,Se7enSunglasses,Sat Apr 23 16:29:00 +0000 2016,Madrid,"Gafas de sol polarizadas hechas con madera de bambú. Define tu estilo.
Envío 24/48h
#Sunglasses made ​​of #bamboo wood and #polarized glass
¡Hazte #neverusual!","[-0.0561905, 38.5986288]",España,España,es
723921212364210176,"Sabado sabadete pilla el patinete y vete🏂
#andorra #theapartmentandorra #happy #love #skate… https://t.co/zjSE9DtDQn",1461431241490,193429715,Flavio J.L. Muñoz,Flavioblc,Sat Apr 23 17:07:21 +0000 2016,Madrid,Painter and designer,"[1.5208326, 42.5076481]",Andorra la Vieja,Andorra,es
723921980857053184,Diada de la capital iberoamericana de la cultura. Castellers d'Andorra s'agermanen amb… https://t.co/IWwWOMu8Mx,1461431424713,107363423,patty bafino,pattybi,Sat Apr 23 17:10:24 +0000 2016,Madrid,Se dice la verdad a quien sabe escucharla. El silencio es la mejor respuesta para los oídos sordos. Alejandro Jodorowski,"[1.52300014, 42.50701674]",Andorra la Vieja,Andorra,und
723925389349773313,5 de 6 carregat i descarregat  #castellersdandorra… https://t.co/bnyIZ2wo6L,1461432237361,238663200,Marta Dejuan,MartaDejuan,Sat Apr 23 17:23:57 +0000 2016,Berlin,"Sóc pedagoga. M'apassiona el món de l'educació, el cicloturisme, la muntanya, el mar...","[1.52300014, 42.50701674]",Andorra la Vella,Andorra,und
723925800987320321,https://t.co/2vH9j8nJJW… https://t.co/lt4L5Wzepx,1461432335503,11752512,Seo & Webs Low Cost,marketingonl,Sat Apr 23 17:25:35 +0000 2016,Madrid,"Pep Webs & Seo, #posicionamiento de #webslowcost #wordpress y gestión de redes sociales.  #MarketingOnline #SocialMediaManager #Seo","[1.51667, 42.5]",Andorra la Vieja,Andorra,und
723937136232165376,#santjordi #saintgeorges #tradicions #traditional #feliçsantjordi #books &amp; #roses #igersandorra… https://t.co/hxTW1D87Dd,1461435038036,215769242,AnnunK Photography,AnnunKPhoto,Sat Apr 23 18:10:38 +0000 2016,Madrid,,"[1.54789357, 42.50930003]",Escaldes-Engordany,Andorra,und
723945807305650176,Good evening #Andorra! Sun will set in 30 minutes (local time 20:45) #Sunset #Photo #Photography [23.04.2016],1461437105381,4567387397,PhotoSchedule,PhotoSchedule,Sat Apr 23 18:45:05 +0000 2016,Midway Island,We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep,"[1.51667, 42.5]",Andorra la Vella,Andorra,en
723945939141033984,"Saturday evening 😴

#aussies #aussielover #australianshepherd #australiansheperdsofinstagram… https://t.co/Nt65ziZKaI",1461437136813,196124037,Miss Kilómetros,MissKilometros,Sat Apr 23 18:45:36 +0000 2016,Madrid,"Nómada de nacimiento
#VWT4
#Snowboard
#Trail
#Paleo
#Yoga
#dogtrainer","[1.65, 42.5833]",Canillo,Andorra,en
723945955981156352,@RealSporting Vamos a por ellos 1-3,1461437140828,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 18:45:40 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.017852, 40.6343992]",España,España,es
723952640514609152,Ver una fotografía y desear poder revivir el momento una y otra… https://t.co/WiVCLthwoW,1461438734545,283444065,☆Pau Gonçalves♤,paulinski23G11,Sat Apr 23 19:12:14 +0000 2016,Lisbon,"Lo importante no es ganar, sino hacer perder al otro.","[1.53580928, 42.51079153]",Escaldes-Engordany,Andorra,es
723953853075460096,"@JavierMaroto sobra esto maricon tenías qué ser ? maricon con malafollá no hay peor cosa,  tienes la gracia en el culo ? @FcoCP96",1461439023642,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 19:17:03 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0178635, 40.6344443]",España,España,es
723954069065351169,@JavierMaroto Vete Ya  @NNGG_Es @ALevySoler,1461439075138,1074707574,Ricardo Cruz,RicargloCruz,Sat Apr 23 19:17:55 +0000 2016,,"Proyectos, obras, eficiencia enérgetica en viviendas","[-4.0178439, 40.6344094]",España,España,tr
723955817750368256,Un Sant Jordi diferent ... @ Ordino Arcalis ( Vallnord ) https://t.co/wPz7taRrUv,1461439492057,274145549,Jordi Troguet Ribes,JordiTroguetR,Sat Apr 23 19:24:52 +0000 2016,Madrid,"I NO ES MACO, AIXÒÒÒ ???","[1.48201847, 42.63213356]",Ordino,Andorra,und
723958005662945280,"Meu amor, meu penico voador 😸🙈💕 #bigtb @ Pas de la Casa https://t.co/C4SACSoTBE",1461440013696,2557554104,A Marta,VaiDar1curva,Sat Apr 23 19:33:33 +0000 2016,Casablanca,"Always be yourself unless you can be a unicorn, then always be a unicorn.","[1.73333, 42.55]",Encamp,Andorra,pt
723961232429072384,La #rosagroga de la @blascopena II Comprada a #laseudurgell #igersseu #igersseu_santjordi2016… https://t.co/8ZRIfp0Qxr,1461440783017,86792807,F. Xavier Blasco,xavierblasco,Sat Apr 23 19:46:23 +0000 2016,Madrid,Sóc metge otorinolaringòleg. Certa tendència misantròpica que miro de resoldre.,"[1.78333, 42.3667]",Bellver de Cerdanya,España,und
723974934863605760,"Send your dreams
Where nobody hides 
Give your tears 
To the tide @ Andorra La Vella Escale https://t.co/f0snwKJctS",1461444049932,215211676,Sergio Ollés,SergioOlles,Sat Apr 23 20:40:49 +0000 2016,Madrid,Field hockey player @honigvogel79 https://www.snapchat.com/add/sergioolles,"[1.5298236, 42.5074289]",Andorra la Vieja,Andorra,en
723980018527940608,@albamorgan92 aveces hay q saber donde estan tus limites para no hacer mas daño a los q quieres grande animo a palabras sordas oidos necios,1461445261972,544395843,Rohan Guillen,rohan22188120,Sat Apr 23 21:01:01 +0000 2016,Athens,Tengo un objetivo prioritario comerme a la gente que no da nada por mi,"[-0.903059, 41.6505205]",España,España,es
723993277159096320,Concierto ahora en nuestro club https://t.co/qFFmDNfRVo,1461448423076,720195766447431680,Club Joseff,ClubJoseff,Sat Apr 23 21:53:43 +0000 2016,,,"[1.5351544, 42.507571]",Escaldes-Engordany,Andorra,es
