"shapeid","x","y","date","time of da","LOCATIONS","planning a","number of","X","Y","DateTime","time of _1","LOCATION_1"
"167","103.743077854","1.32975887082","2014-07-14","7:00:00","OPP JURONG TOWN HALL","JURONG EAST","3","11548626.6","148041.3712","2014-07-14 07:00:00","NULL","NULL"
"168","103.748179027","1.33069312468","2014-07-14","7:00:00","OPP THE SYNERGY","JURONG EAST","2","11549194.46","148145.3999","2014-07-14 07:00:00","NULL","NULL"
"169","103.734587517","1.34399747198","2014-07-14","7:00:00","PARC OASIS AVE1","JURONG EAST","3","11547681.46","149626.8366","2014-07-14 07:00:00","NULL","NULL"
"170","103.743402684","1.32124374486","2014-07-14","7:00:00","TEBAN GDN PO","JURONG EAST","3","11548662.76","147093.218","2014-07-14 07:00:00","NULL","NULL"
"171","103.754928788","1.33716866539","2014-07-14","7:00:00","TOH GUAN CTR","CLEMENTI","2","11549945.84","148866.4492","2014-07-14 07:00:00","NULL","NULL"
"172","103.751375592","1.32811788638","2014-07-14","7:15:00","AFT BOON LAY SUB STN","CLEMENTI","3","11549550.3","147858.6485","2014-07-14 07:15:00","NULL","NULL"
"173","103.742913911","1.32388383855","2014-07-14","7:15:00","AFT JURONG TOWN HALL RD","JURONG EAST","1","11548608.35","147387.1902","2014-07-14 07:15:00","NULL","NULL"
"174","103.752292682","1.33720546383","2014-07-14","7:15:00","ALLIANCE BLDG","CLEMENTI","1","11549652.39","148870.5467","2014-07-14 07:15:00","NULL","NULL"
"175","103.739583767","1.32227303096","2014-07-14","7:15:00","BEF HASANAH MQUE","JURONG EAST","1","11548237.64","147207.8281","2014-07-14 07:15:00","NULL","NULL"
"176","103.744240992","1.32403148754","2014-07-14","7:15:00","BEF JURONG TOWN HALL RD","JURONG EAST","2","11548756.08","147403.6308","2014-07-14 07:15:00","NULL","NULL"
"177","103.745779447","1.32145767025","2014-07-14","7:15:00","BEF PANDAN GDNS","JURONG EAST","1","11548927.34","147117.0384","2014-07-14 07:15:00","NULL","NULL"
"178","103.739697403","1.336447722","2014-07-14","7:15:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","3","11548250.29","148786.1723","2014-07-14 07:15:00","NULL","NULL"
"179","103.74576193","1.33265667254","2014-07-14","7:15:00","BEF TOH GUAN RD","JURONG EAST","1","11548925.39","148364.0401","2014-07-14 07:15:00","NULL","NULL"
"180","103.734273016","1.33955998749","2014-07-14","7:15:00","BLK 114","JURONG EAST","2","11547646.45","149132.7226","2014-07-14 07:15:00","NULL","NULL"
"181","103.738540194","1.33450242777","2014-07-14","7:15:00","BLK 124","JURONG EAST","5","11548121.47","148569.5643","2014-07-14 07:15:00","NULL","NULL"
"182","103.73886754","1.33458100275","2014-07-14","7:15:00","BLK 134","JURONG EAST","2","11548157.91","148578.3136","2014-07-14 07:15:00","NULL","NULL"
"183","103.74613006","1.34498713929","2014-07-14","7:15:00","BLK 190","BUKIT BATOK","3","11548966.37","149737.0362","2014-07-14 07:15:00","NULL","NULL"
"184","103.742577762","1.33638853104","2014-07-14","7:15:00","BLK 203","CLEMENTI","6","11548570.93","148779.5814","2014-07-14 07:15:00","NULL","NULL"
"185","103.741730381","1.33850750696","2014-07-14","7:15:00","BLK 207","JURONG EAST","4","11548476.6","149015.529","2014-07-14 07:15:00","NULL","NULL"
"186","103.738665778","1.33833605997","2014-07-14","7:15:00","BLK 210","JURONG EAST","3","11548135.45","148996.4384","2014-07-14 07:15:00","NULL","NULL"
"187","103.738080077","1.3420197473","2014-07-14","7:15:00","BLK 229","JURONG EAST","1","11548070.25","149406.6168","2014-07-14 07:15:00","NULL","NULL"
"188","103.741071287","1.34126651616","2014-07-14","7:15:00","BLK 239","JURONG EAST","1","11548403.23","149322.7445","2014-07-14 07:15:00","NULL","NULL"
"189","103.743615945","1.34160223504","2014-07-14","7:15:00","BLK 241","JURONG EAST","3","11548686.5","149360.1268","2014-07-14 07:15:00","NULL","NULL"
"190","103.737386937","1.34272521892","2014-07-14","7:15:00","BLK 252","JURONG EAST","1","11547993.09","149485.1711","2014-07-14 07:15:00","NULL","NULL"
"191","103.736835101","1.34465060543","2014-07-14","7:15:00","BLK 253","JURONG EAST","2","11547931.66","149699.5631","2014-07-14 07:15:00","NULL","NULL"
"192","103.745983724","1.33932016064","2014-07-14","7:15:00","BLK 284","JURONG EAST","2","11548950.08","149106.0179","2014-07-14 07:15:00","NULL","NULL"
"193","103.746011392","1.33905284743","2014-07-14","7:15:00","BLK 286A","JURONG EAST","4","11548953.16","149076.2526","2014-07-14 07:15:00","NULL","NULL"
"194","103.741738286","1.32180773232","2014-07-14","7:15:00","BLK 41","JURONG EAST","1","11548477.48","147156.0175","2014-07-14 07:15:00","NULL","NULL"
"195","103.738751388","1.32661227661","2014-07-14","7:15:00","CARRIER S'PORE","JURONG EAST","1","11548144.98","147690.9998","2014-07-14 07:15:00","NULL","NULL"
"196","103.732647515","1.34252238293","2014-07-14","7:15:00","CHINESE GDN STN","JURONG EAST","2","11547465.5","149462.5853","2014-07-14 07:15:00","NULL","NULL"
"197","103.745929645","1.32526198171","2014-07-14","7:15:00","GERMAN CTR","JURONG EAST","1","11548944.06","147540.6454","2014-07-14 07:15:00","NULL","NULL"
"198","103.742263261","1.33320902467","2014-07-14","7:15:00","JURONG EAST MRT","JURONG EAST","16","11548535.92","148425.5443","2014-07-14 07:15:00","NULL","NULL"
"199","103.739142873","1.33250994189","2014-07-14","7:15:00","JURONG EAST LIB","JURONG EAST","4","11548188.56","148347.7017","2014-07-14 07:15:00","NULL","NULL"
"200","103.741492327","1.33328641244","2014-07-14","7:15:00","JURONG EAST TEMP INT","JURONG EAST","76","11548450.1","148434.1614","2014-07-14 07:15:00","NULL","NULL"
"201","103.744203802","1.34046752635","2014-07-14","7:15:00","OPP BLK 288D","JURONG EAST","3","11548751.94","149233.777","2014-07-14 07:15:00","NULL","NULL"
"202","103.748007269","1.33512009352","2014-07-14","7:15:00","OPP IMM BLDG","JURONG EAST","11","11549175.34","148638.3412","2014-07-14 07:15:00","NULL","NULL"
"203","103.739581161","1.33184700096","2014-07-14","7:15:00","OPP JURONG EAST LIB","JURONG EAST","1","11548237.35","148273.8835","2014-07-14 07:15:00","NULL","NULL"
"204","103.749408192","1.33665654413","2014-07-14","7:15:00","OPP JURONG EAST WAREHSE","CLEMENTI","2","11549331.29","148809.4246","2014-07-14 07:15:00","NULL","NULL"
"205","103.743077854","1.32975887082","2014-07-14","7:15:00","OPP JURONG TOWN HALL","JURONG EAST","6","11548626.6","148041.3712","2014-07-14 07:15:00","NULL","NULL"
"206","103.748179027","1.33069312468","2014-07-14","7:15:00","OPP THE SYNERGY","JURONG EAST","5","11549194.46","148145.3999","2014-07-14 07:15:00","NULL","NULL"
"207","103.734587517","1.34399747198","2014-07-14","7:15:00","PARC OASIS AVE1","JURONG EAST","8","11547681.46","149626.8366","2014-07-14 07:15:00","NULL","NULL"
"208","103.743402684","1.32124374486","2014-07-14","7:15:00","TEBAN GDN PO","JURONG EAST","1","11548662.76","147093.218","2014-07-14 07:15:00","NULL","NULL"
"209","103.754928788","1.33716866539","2014-07-14","7:15:00","TOH GUAN CTR","CLEMENTI","2","11549945.84","148866.4492","2014-07-14 07:15:00","NULL","NULL"
"210","103.751375592","1.32811788638","2014-07-14","7:30:00","AFT BOON LAY SUB STN","CLEMENTI","3","11549550.3","147858.6485","2014-07-14 07:30:00","NULL","NULL"
"211","103.742913911","1.32388383855","2014-07-14","7:30:00","AFT JURONG TOWN HALL RD","JURONG EAST","1","11548608.35","147387.1902","2014-07-14 07:30:00","NULL","NULL"
"212","103.752292682","1.33720546383","2014-07-14","7:30:00","ALLIANCE BLDG","CLEMENTI","2","11549652.39","148870.5467","2014-07-14 07:30:00","NULL","NULL"
"213","103.739583767","1.32227303096","2014-07-14","7:30:00","BEF HASANAH MQUE","JURONG EAST","4","11548237.64","147207.8281","2014-07-14 07:30:00","NULL","NULL"
"214","103.745779447","1.32145767025","2014-07-14","7:30:00","BEF PANDAN GDNS","JURONG EAST","2","11548927.34","147117.0384","2014-07-14 07:30:00","NULL","NULL"
"215","103.739697403","1.336447722","2014-07-14","7:30:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","5","11548250.29","148786.1723","2014-07-14 07:30:00","NULL","NULL"
"216","103.73886754","1.33458100275","2014-07-14","7:30:00","BLK 134","JURONG EAST","1","11548157.91","148578.3136","2014-07-14 07:30:00","NULL","NULL"
"217","103.74613006","1.34498713929","2014-07-14","7:30:00","BLK 190","BUKIT BATOK","2","11548966.37","149737.0362","2014-07-14 07:30:00","NULL","NULL"
"218","103.742577762","1.33638853104","2014-07-14","7:30:00","BLK 203","CLEMENTI","1","11548570.93","148779.5814","2014-07-14 07:30:00","NULL","NULL"
"219","103.741730381","1.33850750696","2014-07-14","7:30:00","BLK 207","JURONG EAST","1","11548476.6","149015.529","2014-07-14 07:30:00","NULL","NULL"
"220","103.738080077","1.3420197473","2014-07-14","7:30:00","BLK 229","JURONG EAST","7","11548070.25","149406.6168","2014-07-14 07:30:00","NULL","NULL"
"221","103.743615945","1.34160223504","2014-07-14","7:30:00","BLK 241","JURONG EAST","1","11548686.5","149360.1268","2014-07-14 07:30:00","NULL","NULL"
"222","103.740474087","1.34145830331","2014-07-14","7:30:00","BLK 246","JURONG EAST","2","11548336.75","149344.1","2014-07-14 07:30:00","NULL","NULL"
"223","103.744201916","1.34192572667","2014-07-14","7:30:00","BLK 266","JURONG EAST","1","11548751.73","149396.1476","2014-07-14 07:30:00","NULL","NULL"
"224","103.746011392","1.33905284743","2014-07-14","7:30:00","BLK 286A","JURONG EAST","1","11548953.16","149076.2526","2014-07-14 07:30:00","NULL","NULL"
"225","103.743989913","1.34039218102","2014-07-14","7:30:00","BLK 288E","JURONG EAST","2","11548728.13","149225.3873","2014-07-14 07:30:00","NULL","NULL"
"226","103.738751388","1.32661227661","2014-07-14","7:30:00","CARRIER S'PORE","JURONG EAST","2","11548144.98","147690.9998","2014-07-14 07:30:00","NULL","NULL"
"227","103.732558043","1.34240175164","2014-07-14","7:30:00","CHINESE GARDEN MRT","JURONG EAST","3","11547455.54","149449.153","2014-07-14 07:30:00","NULL","NULL"
"228","103.732647515","1.34252238293","2014-07-14","7:30:00","CHINESE GDN STN","JURONG EAST","2","11547465.5","149462.5853","2014-07-14 07:30:00","NULL","NULL"
"229","103.745929645","1.32526198171","2014-07-14","7:30:00","GERMAN CTR","JURONG EAST","8","11548944.06","147540.6454","2014-07-14 07:30:00","NULL","NULL"
"230","103.745866763","1.32624306827","2014-07-14","7:30:00","INTL BUSINESS PK","JURONG EAST","1","11548937.06","147649.8887","2014-07-14 07:30:00","NULL","NULL"
"231","103.742263261","1.33320902467","2014-07-14","7:30:00","JURONG EAST MRT","JURONG EAST","17","11548535.92","148425.5443","2014-07-14 07:30:00","NULL","NULL"
"232","103.739142873","1.33250994189","2014-07-14","7:30:00","JURONG EAST LIB","JURONG EAST","3","11548188.56","148347.7017","2014-07-14 07:30:00","NULL","NULL"
"233","103.741492327","1.33328641244","2014-07-14","7:30:00","JURONG EAST TEMP INT","JURONG EAST","62","11548450.1","148434.1614","2014-07-14 07:30:00","NULL","NULL"
"234","103.742772337","1.32959816777","2014-07-14","7:30:00","JURONG TOWN HALL","JURONG EAST","2","11548592.59","148023.477","2014-07-14 07:30:00","NULL","NULL"
"235","103.744203802","1.34046752635","2014-07-14","7:30:00","OPP BLK 288D","JURONG EAST","5","11548751.94","149233.777","2014-07-14 07:30:00","NULL","NULL"
"236","103.745560887","1.32503455858","2014-07-14","7:30:00","OPP GERMAN CTR","JURONG EAST","3","11548903.01","147515.322","2014-07-14 07:30:00","NULL","NULL"
"237","103.748007269","1.33512009352","2014-07-14","7:30:00","OPP IMM BLDG","JURONG EAST","6","11549175.34","148638.3412","2014-07-14 07:30:00","NULL","NULL"
"238","103.74490341","1.32752877314","2014-07-14","7:30:00","OPP INTL BUSINESS PK","JURONG EAST","4","11548829.82","147793.0511","2014-07-14 07:30:00","NULL","NULL"
"239","103.739581161","1.33184700096","2014-07-14","7:30:00","OPP JURONG EAST LIB","JURONG EAST","3","11548237.35","148273.8835","2014-07-14 07:30:00","NULL","NULL"
"240","103.743077854","1.32975887082","2014-07-14","7:30:00","OPP JURONG TOWN HALL","JURONG EAST","7","11548626.6","148041.3712","2014-07-14 07:30:00","NULL","NULL"
"241","103.737037492","1.33412397676","2014-07-14","7:30:00","OPP S'PORE SCIENCE CTR","JURONG EAST","1","11547954.19","148527.4239","2014-07-14 07:30:00","NULL","NULL"
"242","103.748179027","1.33069312468","2014-07-14","7:30:00","OPP THE SYNERGY","JURONG EAST","8","11549194.46","148145.3999","2014-07-14 07:30:00","NULL","NULL"
"243","103.734587517","1.34399747198","2014-07-14","7:30:00","PARC OASIS AVE1","JURONG EAST","4","11547681.46","149626.8366","2014-07-14 07:30:00","NULL","NULL"
"244","103.735428609","1.3419259889","2014-07-14","7:30:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","1","11547775.09","149396.1768","2014-07-14 07:30:00","NULL","NULL"
"245","103.743402684","1.32124374486","2014-07-14","7:30:00","TEBAN GDN PO","JURONG EAST","1","11548662.76","147093.218","2014-07-14 07:30:00","NULL","NULL"
"246","103.754928788","1.33716866539","2014-07-14","7:30:00","TOH GUAN CTR","CLEMENTI","7","11549945.84","148866.4492","2014-07-14 07:30:00","NULL","NULL"
"247","103.751375592","1.32811788638","2014-07-14","7:45:00","AFT BOON LAY SUB STN","CLEMENTI","8","11549550.3","147858.6485","2014-07-14 07:45:00","NULL","NULL"
"248","103.745472762","1.32164642524","2014-07-14","7:45:00","AFT PANDAN GDNS","JURONG EAST","1","11548893.2","147138.0561","2014-07-14 07:45:00","NULL","NULL"
"249","103.752292682","1.33720546383","2014-07-14","7:45:00","ALLIANCE BLDG","CLEMENTI","4","11549652.39","148870.5467","2014-07-14 07:45:00","NULL","NULL"
"250","103.739583767","1.32227303096","2014-07-14","7:45:00","BEF HASANAH MQUE","JURONG EAST","1","11548237.64","147207.8281","2014-07-14 07:45:00","NULL","NULL"
"251","103.744240992","1.32403148754","2014-07-14","7:45:00","BEF JURONG TOWN HALL RD","JURONG EAST","1","11548756.08","147403.6308","2014-07-14 07:45:00","NULL","NULL"
"252","103.739697403","1.336447722","2014-07-14","7:45:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","1","11548250.29","148786.1723","2014-07-14 07:45:00","NULL","NULL"
"253","103.74576193","1.33265667254","2014-07-14","7:45:00","BEF TOH GUAN RD","JURONG EAST","1","11548925.39","148364.0401","2014-07-14 07:45:00","NULL","NULL"
"254","103.738540194","1.33450242777","2014-07-14","7:45:00","BLK 124","JURONG EAST","5","11548121.47","148569.5643","2014-07-14 07:45:00","NULL","NULL"
"255","103.73886754","1.33458100275","2014-07-14","7:45:00","BLK 134","JURONG EAST","1","11548157.91","148578.3136","2014-07-14 07:45:00","NULL","NULL"
"256","103.74613006","1.34498713929","2014-07-14","7:45:00","BLK 190","BUKIT BATOK","7","11548966.37","149737.0362","2014-07-14 07:45:00","NULL","NULL"
"257","103.742577762","1.33638853104","2014-07-14","7:45:00","BLK 203","CLEMENTI","1","11548570.93","148779.5814","2014-07-14 07:45:00","NULL","NULL"
"258","103.742577762","1.33638853104","2014-07-14","7:45:00","BLK 203","JURONG EAST","1","11548570.93","148779.5814","2014-07-14 07:45:00","NULL","NULL"
"259","103.741730381","1.33850750696","2014-07-14","7:45:00","BLK 207","JURONG EAST","1","11548476.6","149015.529","2014-07-14 07:45:00","NULL","NULL"
"260","103.738080077","1.3420197473","2014-07-14","7:45:00","BLK 229","JURONG EAST","9","11548070.25","149406.6168","2014-07-14 07:45:00","NULL","NULL"
"261","103.743615945","1.34160223504","2014-07-14","7:45:00","BLK 241","JURONG EAST","2","11548686.5","149360.1268","2014-07-14 07:45:00","NULL","NULL"
"262","103.740474087","1.34145830331","2014-07-14","7:45:00","BLK 246","JURONG EAST","3","11548336.75","149344.1","2014-07-14 07:45:00","NULL","NULL"
"263","103.737386937","1.34272521892","2014-07-14","7:45:00","BLK 252","JURONG EAST","1","11547993.09","149485.1711","2014-07-14 07:45:00","NULL","NULL"
"264","103.745983724","1.33932016064","2014-07-14","7:45:00","BLK 284","JURONG EAST","1","11548950.08","149106.0179","2014-07-14 07:45:00","NULL","NULL"
"265","103.741738286","1.32180773232","2014-07-14","7:45:00","BLK 41","JURONG EAST","2","11548477.48","147156.0175","2014-07-14 07:45:00","NULL","NULL"
"266","103.738751388","1.32661227661","2014-07-14","7:45:00","CARRIER S'PORE","JURONG EAST","2","11548144.98","147690.9998","2014-07-14 07:45:00","NULL","NULL"
"267","103.732558043","1.34240175164","2014-07-14","7:45:00","CHINESE GARDEN MRT","JURONG EAST","3","11547455.54","149449.153","2014-07-14 07:45:00","NULL","NULL"
"268","103.732647515","1.34252238293","2014-07-14","7:45:00","CHINESE GDN STN","JURONG EAST","1","11547465.5","149462.5853","2014-07-14 07:45:00","NULL","NULL"
"269","103.745929645","1.32526198171","2014-07-14","7:45:00","GERMAN CTR","JURONG EAST","11","11548944.06","147540.6454","2014-07-14 07:45:00","NULL","NULL"
"270","103.747727444","1.33451178837","2014-07-14","7:45:00","IMM BLDG","JURONG EAST","1","11549144.19","148570.6066","2014-07-14 07:45:00","NULL","NULL"
"271","103.745866763","1.32624306827","2014-07-14","7:45:00","INTL BUSINESS PK","JURONG EAST","1","11548937.06","147649.8887","2014-07-14 07:45:00","NULL","NULL"
"272","103.742263261","1.33320902467","2014-07-14","7:45:00","JURONG EAST MRT","JURONG EAST","15","11548535.92","148425.5443","2014-07-14 07:45:00","NULL","NULL"
"273","103.741492327","1.33328641244","2014-07-14","7:45:00","JURONG EAST TEMP INT","JURONG EAST","65","11548450.1","148434.1614","2014-07-14 07:45:00","NULL","NULL"
"274","103.742772337","1.32959816777","2014-07-14","7:45:00","JURONG TOWN HALL","JURONG EAST","1","11548592.59","148023.477","2014-07-14 07:45:00","NULL","NULL"
"275","103.744203802","1.34046752635","2014-07-14","7:45:00","OPP BLK 288D","JURONG EAST","1","11548751.94","149233.777","2014-07-14 07:45:00","NULL","NULL"
"276","103.745560887","1.32503455858","2014-07-14","7:45:00","OPP GERMAN CTR","JURONG EAST","2","11548903.01","147515.322","2014-07-14 07:45:00","NULL","NULL"
"277","103.748007269","1.33512009352","2014-07-14","7:45:00","OPP IMM BLDG","JURONG EAST","17","11549175.34","148638.3412","2014-07-14 07:45:00","NULL","NULL"
"278","103.74490341","1.32752877314","2014-07-14","7:45:00","OPP INTL BUSINESS PK","JURONG EAST","1","11548829.82","147793.0511","2014-07-14 07:45:00","NULL","NULL"
"279","103.749408192","1.33665654413","2014-07-14","7:45:00","OPP JURONG EAST WAREHSE","CLEMENTI","4","11549331.29","148809.4246","2014-07-14 07:45:00","NULL","NULL"
"280","103.743077854","1.32975887082","2014-07-14","7:45:00","OPP JURONG TOWN HALL","JURONG EAST","9","11548626.6","148041.3712","2014-07-14 07:45:00","NULL","NULL"
"281","103.748179027","1.33069312468","2014-07-14","7:45:00","OPP THE SYNERGY","JURONG EAST","11","11549194.46","148145.3999","2014-07-14 07:45:00","NULL","NULL"
"282","103.734587517","1.34399747198","2014-07-14","7:45:00","PARC OASIS AVE1","JURONG EAST","1","11547681.46","149626.8366","2014-07-14 07:45:00","NULL","NULL"
